label,sms
spam,"Take advantage of a private monthly subscription at 50p per message from www.Applausestore.com, allowing a maximum of six messages per month. Please confirm your age as you must be at least 16 years old. If you wish to opt out, text ""stop."""
spam,FreeMsg>FAV XMAS TONES!Reply REAL
spam,"URGENT ALERT! Your Mobile No has been awarded a ?,000 Bonus Caller Prize on 1/08/03! This marks our second attempt to contact YOU! Please call 0871-4719-523. Located at BOX95QU, this is a BT National Rate call."
ham,Is she replying. Has boye changed his phone number
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
ham,Dude sux for snake. He got old and raiden got buff
ham,Well. You know what i mean. Texting
ham,Yes.he have good crickiting mind
ham,"aight we can pick some up, you open before tonight?"
ham,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part."
spam,Thank you for voting! Join the stars in a Karaoke session on your mobile. Reply with 'SING' to get a FREE link.
ham,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)"
ham,No screaming means shouting..
ham,Yes princess! I want to please you every night. Your wish is my command...
ham,Thats cool. How was your day?
spam,"No cost message: Hi darling, acquired a new camera phone. Fancy a hot pic or a chat? I'm ready. Text back CHAT to 82242. For help, dial 08712317606. Each message costs 150p."
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy"
ham,Oh :-)only 4 outside players allowed to play know
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a Â£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
spam,"Interested in acquiring a fresh Video Phone? Get 750 anytime minutes for all networks, benefit from reduced line rental, and enjoy free text messaging for three months. You can respond or call 08000930705 for convenient free delivery."
spam,"Congratulations! You've won a guaranteed ?00 award or even ?000 cash. To claim, call free on 08000407165. (18+) To stop, text 'STOP' to 88222."
spam,"Announcement: GMW Ltd. is the sole sender of this message, which is independent of the next part."
spam,"Enjoy a top ringtone for free! Subscribe to our weekly ringtone service and get the first week free. Just send SUBPOLY to 81618. Cost: ? per week. To stop, text STOP to 08718727870."
spam,"A new voicemail awaits you. To listen, please dial 08719181513."
ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?
ham,Those were my exact intentions
spam,The prize is yours! A brand new Nokia 7250i awaits you for triumphing in our FREE auction. Join the fun by texting 'Nokia' to 86021 now. Our location is HG/Suite342/2Lands Row/W1JHL 16+.
ham,You are a very very very very bad girl. Or lady.
ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...
ham,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"
ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck?
ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston."
ham,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes
spam,"Making a second effort to contact you as you have won a ?00 prize. To claim, all you need to do is call 087104711148 immediately. Itï¿½s 10p per minute, BT-national-rate."
ham,Oh k.k..where did you take test?
spam,Be snappy and in good spirits! This is the sole gay chat service offering photo uploads. Dial 08718730666 (10p/min).
spam,We apologize for the inconvenience. A service you requested from 81303 could not be delivered due to insufficient credit. Please top up your credit to receive the service.
spam,"Your PROMPT ATTENTION is requested by calling 08712402578 right away, as there is an important message waiting."
ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..
spam,"Secure the 3 Lions England tone: reply with 'lionm' for mono or 'lionp' for polyphonic versions. For a wider range, check out www.ringtones.co.uk. Tones cost ?, plus standard network operator rates."
spam,"Grab the 3 Lions England tone ?reply with lionm for a mono version or lionp for poly. For a wider selection, head to www.ringtones.co.uk, the top source. Tones priced at 3GBP, network operator rates may vary."
spam,Essential news for ORANGE USER 0796XXXXXX. Your lucky day has arrived! Head over to http://www.urawinner.com to uncover the exciting details about a fantastic prize that awaits you!
ham,"That's fine, have him give me a call if he knows what he wants or has any questions"
spam,"We assure your success! You are entitled to win the latest Nokia Phone, a 40GB iPod MP3 player, or a ?00 cash prize. To secure your prize, send a text with the word ""COLLECT"" to 83355. This exclusive opportunity is offered by IBH Ltd in London. Message rates apply at 150p per message received. Act promptly!"
spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
ham,"life alle mone,eppolum oru pole allalo"
ham,Ambrith..madurai..met u in arun dha marrge..remembr?
ham,I am in a marriage function
ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!
spam,"For the second time, we're trying to notify you of your ?00 prize win. To claim, simply dial 087104711148 now. The call charge is only 10p per minute, BT-national-rate."
ham,Wah... Okie okie... Muz make use of e unlimited... Haha...
spam,"Marvel Mobile presents the official Ultimate Spider-man game, available for just Â£4.50, playable on your mobile device right away. To acquire the game, send a text containing 'SPIDER' to 83338, and as an extra treat, you will receive a free 8Ball wallpaper."
spam,"Notice of missed calls. Calls were placed from these numbers, but there were no accompanying messages. One of the numbers in question is 07008009200."
ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
spam,Want to meet new people? Respond with your NAME and AGE to get started! Embrace the community (150p/SMS).
ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.
ham,Take us out shopping and Mark will distract Isaiah.=D
ham,Also remember the beads don't come off. Ever.
ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.
spam,"You've received 500 FREE Text Messages in your account. Activate this offer by texting 'CREDIT' to 80488. For Terms and Conditions, visit www.80488.biz."
ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...
ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.
spam,Winning Alert! You've been exclusively selected for a ?000 cash prize or a 4-star getaway (flights covered). Claim by speaking to our live operator at 0871277810810.
ham,Am not interested to do like that.
ham,It's justbeen overa week since we broke up and already our brains are going to mush!
ham,Why tired what special there you had
ham,Well done and ! luv ya all
ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah..."
ham,I dont thnk its a wrong calling between us
ham,A guy who gets used but is too dumb to realize it.
spam,Support UNICEF's Asian Tsunami disaster fund by donating ?.50. Text DONATE to 864233 and the amount will be included in your next bill.
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a Â£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
ham,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june."
ham,Am i that much bad to avoid like this?
ham,Can you say what happen
spam,"Twice as many minutes plus 1000 texts in Orange packages. Grab the newest Motorola, SonyEricsson, and Nokia Bluetooth phones for FREE! Call MobileUpd8 on 08000839402, or opt-out via HF8."
ham,"Yun ah.the ubi one say if Ã¼ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ã¨n"
spam,"Should you not act promptly, your prize will be granted to another customer. The terms and conditions can be accessed at www.t-c.biz. This promotion is exclusively for individuals aged 18 and older. The call rate is 150p/min. Sent by Polo Ltd, Suite 373, London W1J 6HL. If the line is engaged, kindly make another call."
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
spam,"If you wish to opt out of club tones, respond with 'STOP MIX'. Terms are available at my-tone.com/enjoy.html. The subscription costs GBP4.50 weekly. MFL, PO Box 1146, MK45 2WT (2/3)."
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
spam,"Join a private monthly subscription at 50p per message from www.Applausestore.com, with a limit of six messages per month. Ensure you're aged 16 or above. To discontinue, send ""stop."""
spam,"Winning Alert: Our latest winner is Mr. T. Foley, claiming an iPod! More fabulous prizes are on the way, so watch your mobile or visit www.win-82050.co.uk."
spam,"To enjoy your inclusive text credits, go to www.comuk.net and log in using *****. Unsubscribe easily by texting STOP at no added cost. If you require help, contact 08700469649. PO BOX420. IP4 5WE."
ham,Ma head dey swell oh. Thanks for making my day
spam,"Give your mobile a Halloween makeover with a collection of spooky content, featuring a logo, pic message, and a no-cost eerie tone. Text CARD SPOOK to 8007. zed 08701417012150p per logo/pic."
spam,"Someone you're familiar with is trying to establish contact through our dating service! To identify them, give a call from your mobile or landline to 09064015307. Include BOX334SK38ch as your reference."
ham,When Ã¼ login dat time... Dad fetching Ã¼ home now?
ham,Ok then no need to tell me anything i am going to sleep good night
spam,"Alert for unattended calls. Calls were made from these numbers, but no messages were delivered. One of the identified numbers is 07008009200."
spam,"Act fast to collect your free 4 STAR Ibiza vacation or Â£10,000 cash prize. Dial 09066364349 from a landline without delay! Box434SK38WP150PPM18+"
