Category,Original Message,Message 1,Message 2,Message 3,Message 4,Message 5
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",Notice from customer service: We attempted a delivery to you recently but failed. Please ring 07099833605 to arrange another delivery time. Reference: 9280114.,"Customer service update: A recent delivery attempt to your address was unsuccessful. To reschedule, call 07099833605. Reference number: 9280114.","Announcement from customer service: We couldn't deliver a package to you recently. To set a new delivery date, please dial 07099833605. Ref: 9280114.","Service alert: Our recent attempt to deliver something to you was not successful. For re-scheduling, please contact 07099833605. Reference: 9280114.",From customer service: There was an issue with a recent delivery intended for you. Call us at 07099833605 to rearrange delivery. Use reference: 9280114.
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text","Hey love, it's Chloe! How's it going? Saturday night was wild and fantastic! How did your weekend go? Have you missed me? SP visionsms.com. To unsubscribe, text stop. 150p per text.","Hello darling, Chloe here, how are you? I had a blast on Saturday night! What about your weekend? Did you miss me? SP visionsms.com. Stop texts by sending 'stop', 150p/text.","Hey sweetheart, it's Chloe! How have you been? Saturday night was incredible for me! And your weekend? Feeling my absence? SP visionsms.com. Text 'stop' to opt out, 150p/message.","Hi there, Chloe speaking! How are you doing? I totally let loose on Saturday, it was amazing! How about your weekend? Missed me at all? SP visionsms.com. To end texts, text 'stop', costs 150p per text.","Hey babe, Chloe here. How's everything? Saturday night was epic! How was your weekend? Did you think of me? SP visionsms.com. To halt messages, text 'stop', 150p for each text."
spam,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU","Immediate attention required! Your mobile number 07808726822 has won a ?,000 Bonus Caller Prize dated 02/09/03! We're trying to reach you again. Call 0871-872-9758, reference BOX95QU.","Priority Notice! Your phone number 07808726822 is the winner of a ?,000 Bonus Caller Prize as of 02/09/03. Second attempt to contact you! Dial 0871-872-9758, use BOX95QU.","Alert: Your mobile 07808726822 has been selected for a ?,000 Bonus Caller Prize on 02/09/03. This is our second attempt to reach you. Please call 0871-872-9758, quote BOX95QU.","Important: Your number 07808726822 has earned a ?,000 Bonus Caller Prize on 02/09/03! Attempting to contact you a second time. Call 0871-872-9758, reference BOX95QU.","Urgent message! Mobile number 07808726822 awarded a ?,000 prize on 02/09/03. Our second attempt to reach you. Contact 0871-872-9758, BOX95QU as reference."
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk","Victory Announcement: Congratulations to Mr. T. Foley, the winner of an iPod! Stay tuned for more thrilling prizes - keep checking your mobile or go to www.win-82050.co.uk.","Winning Alert: Our latest winner is Mr. T. Foley, claiming an iPod! More fabulous prizes are on the way, so watch your mobile or visit www.win-82050.co.uk.",Celebration Time: Mr. T. Foley is our iPod winner! Exciting new prizes coming up - keep an eye on your mobile or check out www.win-82050.co.uk.,Winner's Circle: Congrats to Mr. T. Foley for winning an iPod! More great prizes coming - stay alert on your mobile or see www.win-82050.co.uk.,"Prize Announcement: Mr. T. Foley has won an iPod! More awesome rewards are on the horizon, so monitor your mobile or browse www.win-82050.co.uk."
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply","Complimentary Game Offer: Download Rayman Golf 4 for FREE from the O2 Games Arcade. First, set up your game settings. Reply with POST, save and activate. Press '0' for Arcade. Terms and conditions apply.","Game Giveaway: Claim your free Rayman Golf 4 from O2 Games Arcade. Start by configuring your game settings. Respond POST, save, and activate. Hit '0' for Arcade. Terms apply.","Free Game Alert: Obtain Rayman Golf 4 at no cost from O2 Games Arcade. Initially, adjust your game settings. Answer with POST, then save and activate. Press '0' for Arcade. Subject to terms.","No-Cost Game: Rayman Golf 4 is yours for free from the O2 Games Arcade. First, manage your game settings. Reply POST, save, and turn on. Press the '0' key for Arcade. Terms are applicable.","Grab a Free Game: Secure Rayman Golf 4 without charge from the O2 Games Arcade. Begin by setting up your games. Reply with POST, save, and activate. Press '0' for Arcade access. Terms apply."
spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call","If your mobile is 10 months old, upgrade now to the latest Camera/Video phones for FREE. Retain your same number and enjoy additional free minutes/texts. Text YES for a callback.",Is your mobile over 10 months old? Switch to the newest Camera/Video phones at no cost. Keep your current number and gain extra free minutes/texts. Send YES for a phone call.,Mobile 10 months or older? Time for a free upgrade to the latest Camera/Video phones. Maintain your number and receive more free minutes/texts. Text YES to arrange a call.,Upgrade alert for 10-month-old mobiles! Get the newest Camera/Video phones for FREE. Keep your existing number and get additional free minutes/texts. Text YES to get a call.,"Been with your mobile for 10 months? Update to the latest Camera/Video phones at zero cost. Preserve your number, plus extra free minutes/texts. For a call, text YES."
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,"Purchase Space Invaders and get a chance to win an authentic Arcade Game console. Access Games Arcade by pressing 0 (standard WAP charges apply). Visit o2.co.uk/games for terms and settings, no purchase necessary.","Get Space Invaders for an opportunity to win the classic Arcade Game console. Press 0 to enter Games Arcade (normal WAP charges). Check o2.co.uk/games for details and settings, no need to buy.","Secure Space Invaders to possibly win an original Arcade Game console. Hit 0 for the Games Arcade (standard WAP fees). Terms and settings at o2.co.uk/games, no purchase required","Invest in Space Invaders and stand a chance to win a genuine Arcade Game console. Go to Games Arcade by pressing 0 (usual WAP cost). Visit o2.co.uk/games for Terms and settings, purchase not mandatory","Engage with Space Invaders and have a shot at winning an original Arcade Game console. Access Games Arcade via 0 (standard WAP charge applies). For Terms and settings, visit o2.co.uk/games, no buying necessary."
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,"Congratulations! You've been awarded a SiPix Digital Camera! To claim, call 09061221066 from a landline. Expect delivery within 28 days.",You've won a SiPix Digital Camera! Please dial 09061221066 from a landline to receive it. Your camera will be delivered in 28 days.,"Reward Alert: You are the recipient of a SiPix Digital Camera! To claim, phone 09061221066 using a landline. Delivery is scheduled within 28 days.",Winner! You've earned a SiPix Digital Camera! Claim it by calling 09061221066 from a landline. It will be delivered to you in 28 days.,"You're a winner of a SiPix Digital Camera! To get your camera, call 09061221066 from a landline. It will be delivered within 28 days"
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,"Ready to download: Your weekly Cool-Mob tones! This week, enjoy new tones like 1) Crazy Frog-AXEL F, 2) Akon-Lonely, 3) Black Eyed-Dont P. More details inside.","Your Cool-Mob tones for the week are set for download! New additions include 1) Crazy Frog-AXEL F, 2) Akon-Lonely, 3) Black Eyed-Dont P. More information available.","Download now: This week's Cool-Mob tones! Featured tones are 1) Crazy Frog-AXEL F, 2) Akon-Lonely, 3) Black Eyed-Dont P, plus more. Details inside.","Weekly Cool-Mob tones update: Download the latest, including 1) Crazy Frog-AXEL F, 2) Akon-Lonely, 3) Black Eyed-Dont P. Further info enclosed.","This week's Cool-Mob tones are here! Download new tones like 1) Crazy Frog-AXEL F, 2) Akon-Lonely, 3) Black Eyed-Dont P. More details to follow."""
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,Head to Cashbin.co.uk for a huge cash giveaway this weekend! Visit www.cashbin.co.uk - we're hosting our largest and most impressive cash giveaway ever! Stay tuned for more...,Visit Cashbin.co.uk and secure a substantial cash prize this weekend! Check out www.cashbin.co.uk for our grandest cash giveaway to date! More details to come...,Join us at Cashbin.co.uk for an incredible cash bonanza this weekend! Go to www.cashbin.co.uk for our all-time greatest cash giveaway event! More info is on the way...,Cashbin.co.uk invites you for a massive cash win this weekend! See www.cashbin.co.uk for our best ever cash giveaway! Stay updated for further details?Make your weekend richer with Cashbin.co.uk! Visit www.cashbin.co.uk for our biggest cash giveaway ever! Watch this space for more...,Join Cashbin.co.uk for a chance to score big cash prizes this weekend! Explore www.cashbin.co.uk for our most lucrative cash giveaway yet. Keep an eye out for more updates. Make your weekend wealthier with Cashbin.co.uk! Check www.cashbin.co.uk for our grandest cash giveaway ever! Stay tuned for more details...
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,"Immediate Action Required! Your mobile number is the winner of a guaranteed ?000 prize. Please call 09061790121 from a landline to claim. Use Claim 3030. Offer valid for 12 hours only, 150p per minute.","Alert: Your mobile number has secured a guaranteed ?000 prize! Call 09061790121 from a landline to claim, using Claim 3030. This is valid for only 12 hours, at 150p/min.","Priority Notice: You've been awarded a guaranteed ?000 with your mobile number. To claim, dial 09061790121 from a landline, reference Claim 3030. Valid for 12 hours, 150ppm","Urgent Prize Alert: Your mobile number has won a ?000 prize, guaranteed. To claim, phone 09061790121 from a landline, use Claim 3030. Validity: 12 hours, cost: 150p/minute.","Important: A ?000 prize is guaranteed for your mobile number. Claim it by calling 09061790121 from a landline, with Claim 3030. Offer lasts 12 hours only, at 150p per minute."
spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082,We appreciate your ongoing support! Answer this week's question to be entered in a draw for ?00 cash. Who is the current US President? Text your answer to 80082.,Grateful for your constant support! Participate in this week's question and get a chance to win ?00. Identify the new US President and text your response to 80082.,Thank you for your loyal support. This week's question could win you ?00 cash. Who's the latest US President? Send your answer to 80082.,Your support means a lot to us! Respond to this week's question and you could win ?00. Name the new US President and text the answer to 80082.,Thanks for staying with us! Your response to our question this week enters you into a ?00 cash draw. Who is the new US President? Text your answer to 80082.
